,Disp_0,Disp_1,Disp_2,Cauchy_0,Cauchy_1,Cauchy_2,Cauchy_3,Cauchy_4,Cauchy_5,PKII_0,PKII_1,PKII_2,PKII_3,PKII_4,PKII_5,Strain_0,Strain_1,Strain_2,Strain_3,Strain_4,Strain_5,Cauchy_vm,Statev_0,Statev_1,Statev_2,Statev_3,Statev_4,Statev_5,Statev_6,Statev_7,Wm_0,Wm_1,Wm_2,Wm_3
0,0.0,0.0,0.0,20030.087280586024,20128.06325038377,20026.31313075748,425.3903303025004,12.113185211124332,409.51078050501127,20030.087280586024,20128.06325038377,20026.31313075748,425.3903303025004,12.113185211124332,409.51078050501127,0.03340558369648444,0.051427882240973936,0.03553546138599635,0.3692679211560129,0.07588357757517032,0.40505783329869843,1027.8090951223917,0.0,0.311405774999619,-0.006513288134733825,0.01087216660607037,-0.004358878471336375,0.3637378468620801,0.07572610616742569,0.3997341931521334,991.3316091638052,738.7048004112438,164.55055334490325,88.0762554076577
1,0.0,0.0,0.0,9190.189052790856,9252.085688218269,9180.014069341969,482.18106653478753,6.9122635376082995,241.81710914725494,9190.189052790856,9252.085688218269,9180.014069341969,482.18106653478753,6.9122635376082995,241.81710914725494,0.0223919349910611,0.025784536622789653,0.007068106006851509,0.3034180315220313,0.030016731962577384,0.1985881551213011,936.8191633239345,0.0,0.20473737664478842,0.004089139363447172,0.007079412864897532,-0.01116855222834465,0.29714967765707895,0.029926872536588482,0.19544453270238676,286.6059544830301,132.02582687141845,95.96500169469431,58.61512591691733
2,0.0,0.0,0.0,5229.166647832689,5269.673619763565,5219.952196569234,487.787926224501,4.235225493673769,174.468231380628,5229.166647832689,5269.673619763565,5219.952196569234,487.787926224501,4.235225493673769,174.468231380628,0.01906411781260832,0.008310500204388184,0.0040629669113345064,0.2813612258306943,0.018928564026090063,0.1318422384669297,898.4884284202997,0.0,0.17577311190255968,0.008652723297944073,-0.002364189627826758,-0.0062885336701172835,0.2750199827897757,0.018873506094672303,0.1295741514589815,183.83967807608502,53.61343156756757,79.28560486942271,50.94064163909472
3,0.0,0.0,0.0,3119.059313523294,3144.996033493629,3108.9885821833313,493.0142376706559,3.636604591473251,149.34770990346996,3119.059313523294,3144.996033493629,3108.9885821833313,493.0142376706559,3.636604591473251,149.34770990346996,0.01996496891478168,-0.0035287518544501045,0.002309870798068954,0.2850252777196373,0.014270071901173817,0.09665274260891558,892.848442059588,0.0,0.17007499453115815,0.01375064927068065,-0.009911660178358313,-0.003838989092322326,0.2786160926299187,0.014222796041484662,0.0947112223801704,148.85542499700324,23.253903220031543,76.07015007711173,49.53137169986
4,0.0,0.0,0.0,2156.1386897147822,2173.848852001024,2144.8268287391907,499.7775529096847,3.499610976129509,134.51940627027082,2156.1386897147822,2173.848852001024,2144.8268287391907,499.7775529096847,3.499610976129509,134.51940627027082,0.022214971355497288,-0.010596124986230087,0.0013307823716428102,0.298616900653049,0.011290671567545561,0.07286250274982509,896.8265740591224,0.0,0.1746694101699418,0.017912291428033706,-0.015013920968554246,-0.0028983704594794375,0.2921197924652231,0.011245176624855873,0.07111375046831159,142.24099803695438,12.51082683750991,78.79510330085527,50.93506789858918
5,0.0,0.0,0.0,1728.362867552868,1740.9854096179624,1715.9676500259436,505.83804386570625,3.2985752749738344,121.76628800510723,1728.362867552868,1740.9854096179624,1715.9676500259436,505.83804386570625,3.2985752749738344,121.76628800510723,0.024244355188550223,-0.014593200385643478,0.0007194770514868233,0.31096098957424373,0.008620625060589072,0.053658528744590456,901.443030638198,0.0,0.18036502560184683,0.020787970440251748,-0.018131631657365074,-0.0026563387828866516,0.30438509500398964,0.008577743582014416,0.05207556700052408,142.51671806692903,7.711079366548669,82.18449494520898,52.621143755171396
6,0.0,0.0,0.0,1506.0100912049638,1513.495849238427,1492.904171617964,509.4054034843167,3.14541896803246,112.63451794924784,1506.0100912049638,1513.495849238427,1492.904171617964,509.4054034843167,3.14541896803246,112.63451794924784,0.02524033503479076,-0.016569867129244208,0.00035435231857615737,0.3169719769486178,0.00609227010664334,0.037467959742668366,903.8234283442098,0.0,0.18329403494769145,0.022219884610050526,-0.019638974981201957,-0.002580909628848579,0.31034970670332174,0.006051379660058916,0.036003711009328136,142.64599077586075,5.251296882374047,83.93430707125243,53.4603868222343
7,0.0,0.0,0.0,1267.811496659225,1270.376360782331,1254.307281482481,509.8498873329705,3.1897749315468866,110.00974594383727,1267.811496659225,1270.376360782331,1254.307281482481,509.8498873329705,3.1897749315468866,110.00974594383727,0.025050530477047358,-0.017631117522391406,0.0001655773231921834,0.31596886916840683,0.003862300006060972,0.024040519741052042,903.5492561410696,0.0,0.18294328401262663,0.02249849845714844,-0.020199821159090504,-0.002298677298057887,0.3093408206330783,0.0038208329319508612,0.02261039304378216,140.3295620020204,3.3366998011220033,83.70836816794383,53.28449403295458
8,0.0,0.0,0.0,445.6274190279927,440.0880792243409,431.40622743830653,510.1417855258946,3.2649974939921527,103.85540256273967,445.6274190279927,440.0880792243409,431.40622743830653,510.1417855258946,3.2649974939921527,103.85540256273967,0.024196902962877524,-0.021538307780316398,-2.4351731179834623e-05,0.31126511358526926,0.0017595914124136811,0.011158202656335702,901.8192108909744,0.0,0.1816000134919974,0.023276007327731538,-0.022423197706738653,-0.0008528096209928671,0.3046332703734324,0.0017171464449917807,0.009808082423020082,135.63531350055942,0.09029220273184285,82.83879715824031,52.7062241395873
9,0.0,0.0,0.0,19.90198209191992,61.16471729850166,3.87926390885292,535.7073878073415,-2.888872347420789,68.38369589664705,19.90198209191992,61.16471729850166,3.87926390885292,535.7073878073415,-2.888872347420789,68.38369589664705,0.02472891903941056,-0.019532849198437653,-0.005026177914374423,0.31008903604615007,-0.005743317571524392,-0.028746573425559765,936.8146691796894,0.0,0.17684317371517463,0.024726975100762,-0.019803000915928997,-0.004923974184833056,0.30312484000465484,-0.005705762231007916,-0.029635561472216167,106.21917372989495,-23.30925043430073,79.2301375924977,50.29828657169799
