,Disp_0,Disp_1,Disp_2,Cauchy_0,Cauchy_1,Cauchy_2,Cauchy_3,Cauchy_4,Cauchy_5,PKII_0,PKII_1,PKII_2,PKII_3,PKII_4,PKII_5,Strain_0,Strain_1,Strain_2,Strain_3,Strain_4,Strain_5,Cauchy_vm,Statev_0,Statev_1,Statev_2,Statev_3,Statev_4,Statev_5,Statev_6,Statev_7,Wm_0,Wm_1,Wm_2,Wm_3
0,0.0,0.0,0.0,23942.3427580606,23919.358880699358,23936.918211971057,552.2587569220841,9.27482117473903,354.53965560453395,23942.3427580606,23919.358880699358,23936.918211971057,552.2587569220841,9.27482117473903,354.53965560453395,0.10600016419420448,-0.046371592648964455,0.08396866815622246,0.6344506617659635,0.20562619126229084,0.6048425433680248,1136.994010591157,0.0,0.5253966092294611,0.05807286604290707,-0.09414949559741374,0.03607662955450709,0.6272712979259761,0.2055056185870193,0.6002335278451659,1423.2452918377462,942.4191442793051,328.63554390932626,152.1906036491143
1,0.0,0.0,0.0,11064.49824275663,11049.222735030058,11061.629728589387,562.4885105384064,6.257746406607555,236.3752911193647,11064.49824275663,11049.222735030058,11061.629728589387,562.4885105384064,6.257746406607555,236.3752911193647,0.08154637363839166,-0.033935891551893776,0.018740219326254356,0.5668812037490348,0.09201316377607731,0.31264577364483737,1056.9366290786847,0.0,0.37906483191084567,0.059390161120037664,-0.055992813270025046,-0.0033973478500125527,0.5595688531120356,0.09193181307279141,0.3095728948602856,500.6166437976087,173.79050824945466,215.94016711797764,110.88596843017645
2,0.0,0.0,0.0,6260.461366354623,6218.407271214691,6257.856760092297,560.156775307224,3.8426884048145475,212.42428496071,6260.461366354623,6218.407271214691,6257.856760092297,560.156775307224,3.8426884048145475,212.42428496071,0.07648640506923819,-0.051921005741951194,0.012908051468036325,0.5499144253592727,0.06565353926543861,0.22477987058383983,1038.4648114335712,0.0,0.3499799886494307,0.06389849428442557,-0.06423556490835425,0.0003370706239288041,0.5426323872802786,0.06560358431617605,0.22201835487935065,362.72107656982604,64.11663305634511,195.42434165639457,103.18010185708629
3,0.0,0.0,0.0,4217.139850796142,4178.588890809059,4213.336641923395,561.3242905409469,3.920315834512359,217.61431370443228,4217.139850796142,4178.588890809059,4213.336641923395,561.3242905409469,3.920315834512359,217.61431370443228,0.08240857433612911,-0.06709595004532123,0.009905506476249402,0.5656903566032303,0.057750079447333735,0.18989230699301526,1043.4188881893751,0.0,0.35365068442087977,0.07391076338124705,-0.07534317976028723,0.0014324163790402234,0.5583931408261977,0.057699115341485106,0.18706332091485767,331.79330113383924,28.99928623368013,198.22022472829178,104.57379017186751
4,0.0,0.0,0.0,3346.0233419877377,3309.1101510754233,3341.953405570461,561.081506003708,4.45740971106931,240.57925935195996,3346.0233419877377,3309.1101510754233,3341.953405570461,561.081506003708,4.45740971106931,240.57925935195996,0.09327334087436191,-0.08227414738290358,0.008994980305808954,0.596894238052621,0.057650876831892885,0.17834247574165338,1057.998595669661,0.0,0.3740211740888672,0.0865198194993921,-0.08878773301694341,0.0022679135175513888,0.5896001784745727,0.057592930505648995,0.17521494537007792,335.98425154511284,12.024298120943527,213.26393608437368,110.69601733979563
5,0.0,0.0,0.0,2964.176289967229,2928.011700344617,2960.0012026358436,560.5446923095161,5.398407398164986,265.0387601154168,2964.176289967229,2928.011700344617,2960.0012026358436,560.5446923095161,5.398407398164986,265.0387601154168,0.10633776347865896,-0.09746920258505379,0.008835817492290399,0.6329103259511243,0.06064377598424506,0.17581347296280084,1074.536847345772,0.0,0.4006744733318045,0.1003489013832935,-0.10322299484787226,0.0028740934645789494,0.6256232449511003,0.060573596688068936,0.17236796908130048,353.5689464075411,1.603819017594261,233.31894851648207,118.64617887346472
6,0.0,0.0,0.0,2604.754139066846,2566.1373319086547,2599.9524766063096,562.1754113936249,6.661493476183205,281.9701817468571,2604.754139066846,2566.1373319086547,2599.9524766063096,562.1754113936249,6.661493476183205,281.9701817468571,0.12041722110444153,-0.11405790204684998,0.009182368837572147,0.6690218951706753,0.06563853938666799,0.17853333629506693,1090.0032775547245,0.0,0.42959386029538,0.11514258512187972,-0.11908152878288356,0.0039389436610038474,0.6617136148225581,0.06555193997147758,0.17486772393235772,373.9113988974522,-8.87369314676262,255.53388320456347,127.25120883965114
7,0.0,0.0,0.0,2215.416231341606,2174.9854557937183,2208.976600815549,568.052676838235,8.261421812884102,288.74170525346506,2215.416231341606,2174.9854557937183,2208.976600815549,568.052676838235,8.261421812884102,288.74170525346506,0.1356469463942889,-0.132245669616452,0.009797479798064616,0.7053928097086486,0.07216120679269633,0.1839426549170093,1104.4398392464418,0.0,0.460615705884359,0.13114580832249473,-0.1364840076471849,0.0053381993246898575,0.6980081249097515,0.07205380830912879,0.18018901274871427,395.96427412833134,-20.348165616408547,279.8637884105227,136.4486513342171
8,0.0,0.0,0.0,1574.5801450325207,1536.5765683266638,1566.2929822779454,577.6483735366725,10.053887779623617,287.3444709517547,1574.5801450325207,1536.5765683266638,1566.2929822779454,577.6483735366725,10.053887779623617,287.3444709517547,0.15148081540582073,-0.15141214295215824,0.00928622693761183,0.740955830361728,0.07556026949359874,0.18030247181818126,1118.1389512803487,0.0,0.4918421760272861,0.1482622190065651,-0.15438371610282578,0.006121497096260883,0.7334464015057515,0.07542956895246367,0.1765669936958084,413.65570933600696,-36.75440231887084,304.81595850918137,145.59415314569623
9,0.0,0.0,0.0,2215.742431875086,2171.195516073411,2206.4377518975843,581.4559214779014,14.752337480122414,291.79169907198667,2215.742431875086,2171.195516073411,2206.4377518975843,581.4559214779014,14.752337480122414,291.79169907198667,0.16999695983528634,-0.15269071843497137,-0.004119490000622877,0.7804608829711644,0.06193837289717603,0.14240006379756895,1127.8340113562301,0.0,0.512159865104691,0.16548469757786738,-0.15691342573967942,-0.008571271838188056,0.7729019559919516,0.06174659250993448,0.1386067717096332,424.18765001477453,-47.2806306575791,320.7162054126581,150.7520752596958
